id,2902
parent,daneshkade_mohandesi_eeces
name_persian,بخش مهندسي مخابرات و الكترونيك
website,http://web.shirazu.ac.ir/index.php?page_id=3887
head,عزیزاله جمشیدی
head_phone_number,32351010
latitude,29.6309817
longtitude,52.5221555
address,نشاني :شیراز - خیابان ملاصدرا -  مهندسی 1 - بخش مهندسی مخابرات و الکترونیک
